-1 1:15.000000 2:136.000000 3:112.417461 4:0.234413 5:5.434429 6:5.148965 7:5.053835 8:5.550809 9:6.407386 10:7.319017 11:6.377028 12:3.010423 13:3.691741 14:1.472811 15:1.561937 16:1.109181 17:1.481670 18:0.550742 19:2.912920 20:56744.396746 21:0.823600
1 1:18.000000 2:254.000000 3:121.447330 4:0.177194 5:6.432536 6:4.982743 7:4.447131 8:4.223995 9:5.473262 10:4.718624 11:5.623307 12:4.692475 13:6.769987 14:1.516497 15:1.531772 16:0.863200 17:1.477473 18:0.800920 19:4.829085 20:6616.034824 21:0.947782
-1 1:19.000000 2:174.000000 3:120.353385 4:0.190333 5:6.423677 6:3.347816 7:3.846924 8:4.264936 9:6.680460 10:4.159932 11:4.667615 12:4.129048 13:6.212724 14:1.559104 15:1.568074 16:1.204486 17:1.561827 18:0.375280 19:3.878307 20:84324.067766 21:0.916383
1 1:14.000000 2:210.000000 3:107.538942 4:0.220859 5:6.662129 6:4.396057 7:4.694558 8:4.455865 9:4.991312 10:3.167360 11:4.604696 12:5.868941 13:7.350571 14:1.517139 15:1.543322 16:0.945607 17:1.489665 18:0.706320 19:4.035831 20:52280.945830 21:0.905225
-1 1:12.000000 2:252.000000 3:142.279373 4:0.234527 5:7.733576 6:4.642168 7:5.067116 8:3.091334 9:4.779632 10:2.705895 11:4.743934 12:5.238154 13:6.968364 14:1.557870 15:1.567330 16:0.062012 17:1.518245 18:1.561336 19:4.944681 20:121561.040548 21:0.942784
-1 1:18.000000 2:240.000000 3:178.079123 4:0.182348 5:8.306709 6:2.013389 7:2.157138 8:3.763894 9:5.902768 10:4.627784 11:3.155409 12:3.226910 13:7.390169 14:1.567410 15:1.550702 16:0.336566 17:1.554089 18:1.250939 19:3.755334 20:116771.700999 21:0.881352
1 1:15.000000 2:254.000000 3:119.209791 4:0.138463 5:5.583442 6:3.747448 7:3.808291 8:4.679757 9:6.571258 10:5.600010 11:5.630718 12:5.138548 13:6.169724 14:1.387697 15:1.500292 16:1.458201 17:1.502034 18:0.043832 19:6.023099 20:35162.100623 21:0.976459
1 1:17.000000 2:231.000000 3:99.739719 4:0.149357 5:6.873159 6:3.596915 7:2.938052 8:5.529242 9:7.633982 10:6.351235 11:5.091276 12:3.457446 13:5.258375 14:1.425998 15:1.568176 16:0.819984 17:1.428618 18:0.892990 19:5.082199 20:9037.677478 21:0.958452
-1 1:17.000000 2:212.000000 3:106.979357 4:0.200071 5:5.658572 6:3.867018 7:3.605573 8:3.384320 9:7.343896 10:7.099768 11:4.779728 12:3.824519 13:6.030969 14:1.543163 15:1.566658 16:1.529936 17:1.547301 18:0.064355 19:4.935011 20:11964.576702 21:0.950687
1 1:18.000000 2:202.000000 3:114.086209 4:0.158513 5:7.403755 6:6.028427 7:5.008196 8:3.850838 9:6.368594 10:3.233509 11:3.300883 12:4.777000 13:7.541218 14:1.293511 15:1.570198 16:0.843692 17:1.292913 18:1.004988 19:4.337054 20:47067.142052 21:0.937717
-1 1:20.000000 2:254.000000 3:97.659195 4:0.225087 5:7.306604 6:2.113784 7:4.843234 8:0.418483 9:8.222736 10:0.834637 11:6.317071 12:3.742627 13:7.471082 14:1.484633 15:1.557546 16:0.751177 17:1.497883 18:0.892533 19:1.242435 20:97958.993608 21:0.508188
1 1:19.000000 2:143.000000 3:57.821116 4:0.205652 5:5.405529 6:4.739066 7:4.105793 8:5.911114 9:6.031169 10:5.469585 11:5.914439 12:4.423866 13:5.968396 14:1.382873 15:1.564624 16:0.964718 17:1.376701 18:0.800174 19:3.413631 20:4076.605561 21:0.867192
1 1:15.000000 2:183.000000 3:124.739435 4:0.164342 5:6.680119 6:4.752658 7:5.785040 8:5.219522 9:7.677435 10:3.705690 11:3.557065 12:2.819693 13:5.890951 14:1.526691 15:1.565327 16:1.237996 17:1.521221 18:0.382375 19:4.157696 20:70370.231145 21:0.902511
-1 1:15.000000 2:236.000000 3:89.676974 4:0.141088 5:7.906926 6:6.846557 7:5.757082 8:2.928825 9:4.861201 10:2.925388 11:2.904500 12:2.807825 13:7.563088 14:1.545701 15:1.558223 16:1.029019 17:1.558275 18:0.529256 19:4.434851 20:49544.740817 21:0.916944
1 1:13.000000 2:206.000000 3:91.473462 4:0.201020 5:5.447342 6:4.917031 7:4.500341 8:6.550132 9:6.523212 10:5.057401 11:4.007079 12:4.407337 13:4.775627 14:1.407450 15:1.556903 16:0.948918 17:1.393557 18:0.799118 19:5.395201 20:26920.169917 21:0.967724
1 1:16.000000 2:194.000000 3:136.396382 4:0.210219 5:5.588643 6:5.414888 7:5.349299 8:5.120900 9:6.012056 10:3.325244 11:3.975466 12:5.934612 13:5.869582 14:1.526269 15:1.530438 16:0.803688 17:1.485911 18:0.851994 19:3.939985 20:96012.487983 21:0.880434
1 1:14.000000 2:91.000000 3:68.856113 4:0.211551 5:7.023062 6:3.166390 7:4.159865 8:3.140869 9:6.828321 10:3.328464 11:3.908336 12:3.000752 13:6.785226 14:1.569150 15:1.567610 16:1.493433 17:1.569257 18:0.078903 19:2.927644 20:16430.045550 21:0.798121
-1 1:16.000000 2:228.000000 3:135.985612 4:0.235224 5:8.124274 6:4.404749 7:2.562170 8:2.807912 9:2.925531 10:4.086496 11:4.410947 12:5.118874 13:8.904091 14:1.028295 15:1.538821 16:1.440128 17:1.060270 18:0.641194 19:4.214139 20:123451.392928 21:0.917067
-1 1:16.000000 2:221.000000 3:137.089992 4:0.074700 5:6.735320 6:3.200822 7:2.942239 8:6.484674 9:7.886387 10:4.079520 11:3.826791 12:2.182256 13:6.002219 14:1.562789 15:1.568436 16:1.094533 17:1.560429 18:0.486631 19:4.767504 20:71705.366163 21:0.953094
1 1:15.000000 2:234.000000 3:169.172522 4:0.210513 5:8.257387 6:5.314959 7:3.724251 8:3.676675 9:6.720868 10:3.215842 11:4.218523 12:2.733647 13:7.660382 14:1.503339 15:1.545457 16:0.928474 17:1.477999 18:0.735120 19:3.977217 20:111062.637316 21:0.874829
1 1:18.000000 2:236.000000 3:159.712111 4:0.213817 5:4.965140 6:2.605047 7:4.676884 8:5.532354 9:8.518708 10:6.104819 11:3.437833 12:4.145635 13:5.210118 14:1.549700 15:1.564082 16:1.546529 17:1.556414 18:0.038652 19:4.319827 20:102208.842116 21:0.929101
-1 1:18.000000 2:221.000000 3:91.833757 4:0.206829 5:7.652767 6:3.052939 7:3.505609 8:4.360292 9:5.422616 10:4.716275 11:4.332017 12:5.759686 13:7.583617 14:1.474001 15:1.554463 16:0.781095 17:1.457667 18:0.902831 19:3.539417 20:31192.015736 21:0.889021
1 1:18.000000 2:246.000000 3:103.882977 4:0.202743 5:5.562047 6:4.533381 7:4.256869 8:4.787649 9:6.677458 10:5.543918 11:5.974514 12:4.559145 13:5.197747 14:1.501509 15:1.556939 16:0.512303 17:1.515366 18:1.113924 19:4.290993 20:5409.493154 21:0.933429
1 1:14.000000 2:239.000000 3:165.556161 4:0.165598 5:5.608523 6:2.735176 7:3.669833 8:6.403842 9:7.166142 10:5.408238 11:4.282032 12:3.743833 13:4.959355 14:1.567750 15:1.565128 16:1.530716 17:1.568174 18:0.042702 19:4.112054 20:132501.043255 21:0.907660
1 1:17.000000 2:175.000000 3:107.178679 4:0.163040 5:7.511033 6:5.621900 7:5.043514 8:4.304067 9:5.810849 10:4.406241 11:5.516754 12:4.215900 13:5.098923 14:1.511928 15:1.560324 16:1.032924 17:1.501456 18:0.607212 19:3.996865 20:43939.700554 21:0.920073
1 1:15.000000 2:224.000000 3:162.589051 4:0.184733 5:6.427676 6:4.212257 7:4.501333 8:3.836859 9:8.918371 10:4.834101 11:4.142965 12:3.260791 13:5.617499 14:1.566344 15:1.570306 16:1.351852 17:1.565854 18:0.223887 19:5.000404 20:91424.419764 21:0.938749
1 1:13.000000 2:205.000000 3:122.585874 4:0.143021 5:7.564200 6:5.595345 7:4.855490 8:3.420993 9:6.245735 10:3.701587 11:4.190996 12:4.849944 13:6.654407 14:1.434236 15:1.552732 16:0.678608 17:1.416171 18:1.046813 19:4.132920 20:79277.159714 21:0.912103
-1 1:11.000000 2:237.000000 3:122.769105 4:0.215423 5:7.044620 6:3.712140 7:5.876666 8:4.430738 9:3.968757 10:3.920786 11:5.530056 12:5.014106 13:6.957153 14:1.257982 15:1.492002 16:0.913570 17:1.336776 18:0.891247 19:4.426580 20:107004.416759 21:0.921646
-1 1:18.000000 2:207.000000 3:117.811800 4:0.153062 5:6.694992 6:3.616086 7:4.621533 8:4.898997 9:5.477046 10:4.550377 11:4.656245 12:4.397094 13:6.521616 14:1.460662 15:1.566368 16:0.908094 17:1.465090 18:0.768409 19:4.196351 20:56444.144822 21:0.932068
-1 1:13.000000 2:254.000000 3:168.379433 4:0.130508 5:7.409559 6:3.783756 7:3.522278 8:6.081418 9:9.634677 10:3.405205 11:2.909582 12:1.618564 13:6.240225 14:1.553984 15:1.540755 16:1.205888 17:1.523942 18:0.411762 19:4.651153 20:98344.156326 21:0.928173
-1 1:14.000000 2:214.000000 3:136.955735 4:0.169922 5:6.733957 6:3.813362 7:2.236352 8:4.989008 9:7.636380 10:4.316377 11:2.397329 12:3.670717 13:6.459185 14:1.557814 15:1.568416 16:1.222149 17:1.560195 18:0.359249 19:4.517250 20:116942.102737 21:0.939959
-1 1:16.000000 2:194.000000 3:101.615704 4:0.203395 5:3.869586 6:3.104198 7:5.328944 8:6.302318 9:8.444543 10:5.491202 11:4.636870 12:3.767203 13:5.338596 14:1.563422 15:1.566976 16:1.568064 17:1.567242 18:0.000691 19:3.816358 20:54302.340852 21:0.896114
1 1:11.000000 2:135.000000 3:83.469876 4:0.173750 5:7.240547 6:3.355282 7:4.000851 8:4.233868 9:5.978248 10:5.168719 11:4.405160 12:3.519815 13:7.301990 14:1.549438 15:1.568697 16:1.537289 17:1.551536 18:0.052770 19:3.801490 20:34324.366709 21:0.910685
1 1:13.000000 2:220.000000 3:177.801069 4:0.163202 5:7.191027 6:3.797484 7:3.632170 8:4.965285 9:6.538922 10:3.645606 11:5.692932 12:4.307025 13:6.597395 14:1.050235 15:1.551257 16:1.169486 17:1.069774 18:0.902333 19:5.066292 20:97139.426538 21:0.942414
-1 1:11.000000 2:142.000000 3:119.856433 4:0.200569 5:6.537694 6:4.990858 7:4.208468 8:2.970900 9:5.571060 10:4.133403 11:6.163575 12:4.105500 13:6.618136 14:1.533042 15:1.567975 16:0.888103 17:1.530221 18:0.723269 19:3.513736 20:67483.821393 21:0.875733
1 1:17.000000 2:213.000000 3:149.986019 4:0.206978 5:5.677623 6:3.027290 7:3.664131 8:4.611549 9:4.360158 10:5.116353 11:4.644701 12:7.249511 13:7.852257 14:1.467095 15:1.561190 16:0.463775 17:1.457489 18:1.220329 19:4.496058 20:89918.526753 21:0.948544
-1 1:16.000000 2:232.000000 3:154.793745 4:0.039379 5:7.586951 6:5.398205 7:5.039715 8:3.451767 9:4.716615 10:2.891778 11:4.680120 12:4.605537 13:6.630469 14:1.559654 15:1.532285 16:0.131705 17:1.543427 18:1.466461 19:4.016294 20:141824.339030 21:0.895588
1 1:16.000000 2:244.000000 3:123.327991 4:0.098410 5:6.080760 6:5.334614 7:6.008885 8:4.160450 9:5.732718 10:5.075452 11:4.521946 12:5.367548 13:4.343700 14:1.464935 15:1.550785 16:0.710024 17:1.444923 18:0.986646 19:5.263292 20:67318.497357 21:0.956731
-1 1:18.000000 2:142.000000 3:145.580109 4:0.203601 5:4.093508 6:4.373182 7:3.532598 8:5.662075 9:8.371245 10:6.699377 11:5.157102 12:5.700308 13:4.504945 14:1.547871 15:1.553636 16:0.095155 17:1.565031 18:1.481407 19:3.352470 20:86869.663540 21:0.846600
-1 1:13.000000 2:145.000000 3:82.389244 4:0.151803 5:6.779237 6:4.386759 7:6.000783 8:3.504185 9:5.358406 10:3.053850 11:5.252706 12:4.129806 13:6.697480 14:1.503825 15:1.562552 16:0.676710 17:1.512069 18:0.952813 19:3.260689 20:27475.705149 21:0.838212
-1 1:15.000000 2:235.000000 3:132.367946 4:0.208289 5:10.103999 6:2.255383 7:3.012284 8:2.899072 9:5.063440 10:1.569745 11:2.454596 12:2.668282 13:9.653634 14:1.463515 15:1.568092 16:0.723483 17:1.460811 18:0.957299 19:4.221147 20:96323.228256 21:0.912218
1 1:18.000000 2:248.000000 3:103.678008 4:0.198140 5:5.835623 6:4.041342 7:3.181342 8:5.504481 9:8.450874 10:3.514113 11:3.069182 12:2.694935 13:6.839747 14:1.564135 15:1.555695 16:1.240178 17:1.549035 18:0.352380 19:4.745809 20:13690.461802 21:0.940442
